,door_state,smoke_state,keypad_state,temperature_state,humidity_state,ldr_state,camera_state,rtc_time_state
30807,on_fail,off,non_auth,increasing,increasing,stable,5,evening
30808,on_fail,off,non_auth,increasing,increasing,stable,5,dusk
30809,on_fail,off,non_auth,increasing,increasing,stable,5,night
30810,on_fail,off,non_auth,increasing,increasing,fluctuate,1,dawn
30811,on_fail,off,non_auth,increasing,increasing,fluctuate,1,day
30812,on_fail,off,non_auth,increasing,increasing,fluctuate,1,noon
30813,on_fail,off,non_auth,increasing,increasing,fluctuate,1,evening
30814,on_fail,off,non_auth,increasing,increasing,fluctuate,1,dusk
30815,on_fail,off,non_auth,increasing,increasing,fluctuate,1,night
30816,on_fail,off,non_auth,increasing,increasing,fluctuate,2,dawn
30817,on_fail,off,non_auth,increasing,increasing,fluctuate,2,day
30818,on_fail,off,non_auth,increasing,increasing,fluctuate,2,noon
30819,on_fail,off,non_auth,increasing,increasing,fluctuate,2,evening
30820,on_fail,off,non_auth,increasing,increasing,fluctuate,2,dusk
30821,on_fail,off,non_auth,increasing,increasing,fluctuate,2,night
30822,on_fail,off,non_auth,increasing,increasing,fluctuate,3,dawn
30823,on_fail,off,non_auth,increasing,increasing,fluctuate,3,day
30824,on_fail,off,non_auth,increasing,increasing,fluctuate,3,noon
30825,on_fail,off,non_auth,increasing,increasing,fluctuate,3,evening
30826,on_fail,off,non_auth,increasing,increasing,fluctuate,3,dusk
30827,on_fail,off,non_auth,increasing,increasing,fluctuate,3,night
30828,on_fail,off,non_auth,increasing,increasing,fluctuate,4,dawn
30829,on_fail,off,non_auth,increasing,increasing,fluctuate,4,day
30830,on_fail,off,non_auth,increasing,increasing,fluctuate,4,noon
30831,on_fail,off,non_auth,increasing,increasing,fluctuate,4,evening
30832,on_fail,off,non_auth,increasing,increasing,fluctuate,4,dusk
30833,on_fail,off,non_auth,increasing,increasing,fluctuate,4,night
30834,on_fail,off,non_auth,increasing,increasing,fluctuate,5,dawn
30835,on_fail,off,non_auth,increasing,increasing,fluctuate,5,day
30836,on_fail,off,non_auth,increasing,increasing,fluctuate,5,noon
30837,on_fail,off,non_auth,increasing,increasing,fluctuate,5,evening
30838,on_fail,off,non_auth,increasing,increasing,fluctuate,5,dusk
30839,on_fail,off,non_auth,increasing,increasing,fluctuate,5,night
30840,on_fail,off,non_auth,increasing,decreasing,increasing,1,dawn
30841,on_fail,off,non_auth,increasing,decreasing,increasing,1,day
30842,on_fail,off,non_auth,increasing,decreasing,increasing,1,noon
30843,on_fail,off,non_auth,increasing,decreasing,increasing,1,evening
30844,on_fail,off,non_auth,increasing,decreasing,increasing,1,dusk
30845,on_fail,off,non_auth,increasing,decreasing,increasing,1,night
30846,on_fail,off,non_auth,increasing,decreasing,increasing,2,dawn
30847,on_fail,off,non_auth,increasing,decreasing,increasing,2,day
30848,on_fail,off,non_auth,increasing,decreasing,increasing,2,noon
30849,on_fail,off,non_auth,increasing,decreasing,increasing,2,evening
30850,on_fail,off,non_auth,increasing,decreasing,increasing,2,dusk
30851,on_fail,off,non_auth,increasing,decreasing,increasing,2,night
30852,on_fail,off,non_auth,increasing,decreasing,increasing,3,dawn
30853,on_fail,off,non_auth,increasing,decreasing,increasing,3,day
30854,on_fail,off,non_auth,increasing,decreasing,increasing,3,noon
30855,on_fail,off,non_auth,increasing,decreasing,increasing,3,evening
30856,on_fail,off,non_auth,increasing,decreasing,increasing,3,dusk
30857,on_fail,off,non_auth,increasing,decreasing,increasing,3,night
30858,on_fail,off,non_auth,increasing,decreasing,increasing,4,dawn
30859,on_fail,off,non_auth,increasing,decreasing,increasing,4,day
30860,on_fail,off,non_auth,increasing,decreasing,increasing,4,noon
30861,on_fail,off,non_auth,increasing,decreasing,increasing,4,evening
30862,on_fail,off,non_auth,increasing,decreasing,increasing,4,dusk
30863,on_fail,off,non_auth,increasing,decreasing,increasing,4,night
30864,on_fail,off,non_auth,increasing,decreasing,increasing,5,dawn
30865,on_fail,off,non_auth,increasing,decreasing,increasing,5,day
30866,on_fail,off,non_auth,increasing,decreasing,increasing,5,noon
30867,on_fail,off,non_auth,increasing,decreasing,increasing,5,evening
30868,on_fail,off,non_auth,increasing,decreasing,increasing,5,dusk
30869,on_fail,off,non_auth,increasing,decreasing,increasing,5,night
30870,on_fail,off,non_auth,increasing,decreasing,decreasing,1,dawn
30871,on_fail,off,non_auth,increasing,decreasing,decreasing,1,day
30872,on_fail,off,non_auth,increasing,decreasing,decreasing,1,noon
30873,on_fail,off,non_auth,increasing,decreasing,decreasing,1,evening
30874,on_fail,off,non_auth,increasing,decreasing,decreasing,1,dusk
30875,on_fail,off,non_auth,increasing,decreasing,decreasing,1,night
30876,on_fail,off,non_auth,increasing,decreasing,decreasing,2,dawn
30877,on_fail,off,non_auth,increasing,decreasing,decreasing,2,day
30878,on_fail,off,non_auth,increasing,decreasing,decreasing,2,noon
30879,on_fail,off,non_auth,increasing,decreasing,decreasing,2,evening
30880,on_fail,off,non_auth,increasing,decreasing,decreasing,2,dusk
30881,on_fail,off,non_auth,increasing,decreasing,decreasing,2,night
30882,on_fail,off,non_auth,increasing,decreasing,decreasing,3,dawn
30883,on_fail,off,non_auth,increasing,decreasing,decreasing,3,day
30884,on_fail,off,non_auth,increasing,decreasing,decreasing,3,noon
30885,on_fail,off,non_auth,increasing,decreasing,decreasing,3,evening
30886,on_fail,off,non_auth,increasing,decreasing,decreasing,3,dusk
30887,on_fail,off,non_auth,increasing,decreasing,decreasing,3,night
30888,on_fail,off,non_auth,increasing,decreasing,decreasing,4,dawn
30889,on_fail,off,non_auth,increasing,decreasing,decreasing,4,day
30890,on_fail,off,non_auth,increasing,decreasing,decreasing,4,noon
30891,on_fail,off,non_auth,increasing,decreasing,decreasing,4,evening
30892,on_fail,off,non_auth,increasing,decreasing,decreasing,4,dusk
30893,on_fail,off,non_auth,increasing,decreasing,decreasing,4,night
30894,on_fail,off,non_auth,increasing,decreasing,decreasing,5,dawn
30895,on_fail,off,non_auth,increasing,decreasing,decreasing,5,day
30896,on_fail,off,non_auth,increasing,decreasing,decreasing,5,noon
30897,on_fail,off,non_auth,increasing,decreasing,decreasing,5,evening
30898,on_fail,off,non_auth,increasing,decreasing,decreasing,5,dusk
30899,on_fail,off,non_auth,increasing,decreasing,decreasing,5,night
30900,on_fail,off,non_auth,increasing,decreasing,stable,1,dawn
30901,on_fail,off,non_auth,increasing,decreasing,stable,1,day
30902,on_fail,off,non_auth,increasing,decreasing,stable,1,noon
30903,on_fail,off,non_auth,increasing,decreasing,stable,1,evening
30904,on_fail,off,non_auth,increasing,decreasing,stable,1,dusk
30905,on_fail,off,non_auth,increasing,decreasing,stable,1,night
30906,on_fail,off,non_auth,increasing,decreasing,stable,2,dawn
30907,on_fail,off,non_auth,increasing,decreasing,stable,2,day
30908,on_fail,off,non_auth,increasing,decreasing,stable,2,noon
30909,on_fail,off,non_auth,increasing,decreasing,stable,2,evening
30910,on_fail,off,non_auth,increasing,decreasing,stable,2,dusk
30911,on_fail,off,non_auth,increasing,decreasing,stable,2,night
30912,on_fail,off,non_auth,increasing,decreasing,stable,3,dawn
30913,on_fail,off,non_auth,increasing,decreasing,stable,3,day
30914,on_fail,off,non_auth,increasing,decreasing,stable,3,noon
30915,on_fail,off,non_auth,increasing,decreasing,stable,3,evening
30916,on_fail,off,non_auth,increasing,decreasing,stable,3,dusk
30917,on_fail,off,non_auth,increasing,decreasing,stable,3,night
30918,on_fail,off,non_auth,increasing,decreasing,stable,4,dawn
30919,on_fail,off,non_auth,increasing,decreasing,stable,4,day
30920,on_fail,off,non_auth,increasing,decreasing,stable,4,noon
30921,on_fail,off,non_auth,increasing,decreasing,stable,4,evening
30922,on_fail,off,non_auth,increasing,decreasing,stable,4,dusk
30923,on_fail,off,non_auth,increasing,decreasing,stable,4,night
30924,on_fail,off,non_auth,increasing,decreasing,stable,5,dawn
30925,on_fail,off,non_auth,increasing,decreasing,stable,5,day
30926,on_fail,off,non_auth,increasing,decreasing,stable,5,noon
30927,on_fail,off,non_auth,increasing,decreasing,stable,5,evening
30928,on_fail,off,non_auth,increasing,decreasing,stable,5,dusk
30929,on_fail,off,non_auth,increasing,decreasing,stable,5,night
30930,on_fail,off,non_auth,increasing,decreasing,fluctuate,1,dawn
30931,on_fail,off,non_auth,increasing,decreasing,fluctuate,1,day
30932,on_fail,off,non_auth,increasing,decreasing,fluctuate,1,noon
30933,on_fail,off,non_auth,increasing,decreasing,fluctuate,1,evening
30934,on_fail,off,non_auth,increasing,decreasing,fluctuate,1,dusk
30935,on_fail,off,non_auth,increasing,decreasing,fluctuate,1,night
30936,on_fail,off,non_auth,increasing,decreasing,fluctuate,2,dawn
30937,on_fail,off,non_auth,increasing,decreasing,fluctuate,2,day
30938,on_fail,off,non_auth,increasing,decreasing,fluctuate,2,noon
30939,on_fail,off,non_auth,increasing,decreasing,fluctuate,2,evening
30940,on_fail,off,non_auth,increasing,decreasing,fluctuate,2,dusk
30941,on_fail,off,non_auth,increasing,decreasing,fluctuate,2,night
30942,on_fail,off,non_auth,increasing,decreasing,fluctuate,3,dawn
30943,on_fail,off,non_auth,increasing,decreasing,fluctuate,3,day
30944,on_fail,off,non_auth,increasing,decreasing,fluctuate,3,noon
30945,on_fail,off,non_auth,increasing,decreasing,fluctuate,3,evening
30946,on_fail,off,non_auth,increasing,decreasing,fluctuate,3,dusk
30947,on_fail,off,non_auth,increasing,decreasing,fluctuate,3,night
30948,on_fail,off,non_auth,increasing,decreasing,fluctuate,4,dawn
30949,on_fail,off,non_auth,increasing,decreasing,fluctuate,4,day
30950,on_fail,off,non_auth,increasing,decreasing,fluctuate,4,noon
30951,on_fail,off,non_auth,increasing,decreasing,fluctuate,4,evening
30952,on_fail,off,non_auth,increasing,decreasing,fluctuate,4,dusk
30953,on_fail,off,non_auth,increasing,decreasing,fluctuate,4,night
30954,on_fail,off,non_auth,increasing,decreasing,fluctuate,5,dawn
30955,on_fail,off,non_auth,increasing,decreasing,fluctuate,5,day
30956,on_fail,off,non_auth,increasing,decreasing,fluctuate,5,noon
30957,on_fail,off,non_auth,increasing,decreasing,fluctuate,5,evening
30958,on_fail,off,non_auth,increasing,decreasing,fluctuate,5,dusk
30959,on_fail,off,non_auth,increasing,decreasing,fluctuate,5,night
30960,on_fail,off,non_auth,increasing,stable,increasing,1,dawn
30961,on_fail,off,non_auth,increasing,stable,increasing,1,day
30962,on_fail,off,non_auth,increasing,stable,increasing,1,noon
30963,on_fail,off,non_auth,increasing,stable,increasing,1,evening
30964,on_fail,off,non_auth,increasing,stable,increasing,1,dusk
30965,on_fail,off,non_auth,increasing,stable,increasing,1,night
30966,on_fail,off,non_auth,increasing,stable,increasing,2,dawn
30967,on_fail,off,non_auth,increasing,stable,increasing,2,day
30968,on_fail,off,non_auth,increasing,stable,increasing,2,noon
30969,on_fail,off,non_auth,increasing,stable,increasing,2,evening
30970,on_fail,off,non_auth,increasing,stable,increasing,2,dusk
30971,on_fail,off,non_auth,increasing,stable,increasing,2,night
30972,on_fail,off,non_auth,increasing,stable,increasing,3,dawn
30973,on_fail,off,non_auth,increasing,stable,increasing,3,day
30974,on_fail,off,non_auth,increasing,stable,increasing,3,noon
30975,on_fail,off,non_auth,increasing,stable,increasing,3,evening
30976,on_fail,off,non_auth,increasing,stable,increasing,3,dusk
30977,on_fail,off,non_auth,increasing,stable,increasing,3,night
30978,on_fail,off,non_auth,increasing,stable,increasing,4,dawn
30979,on_fail,off,non_auth,increasing,stable,increasing,4,day
30980,on_fail,off,non_auth,increasing,stable,increasing,4,noon
30981,on_fail,off,non_auth,increasing,stable,increasing,4,evening
30982,on_fail,off,non_auth,increasing,stable,increasing,4,dusk
30983,on_fail,off,non_auth,increasing,stable,increasing,4,night
30984,on_fail,off,non_auth,increasing,stable,increasing,5,dawn
30985,on_fail,off,non_auth,increasing,stable,increasing,5,day
30986,on_fail,off,non_auth,increasing,stable,increasing,5,noon
30987,on_fail,off,non_auth,increasing,stable,increasing,5,evening
30988,on_fail,off,non_auth,increasing,stable,increasing,5,dusk
30989,on_fail,off,non_auth,increasing,stable,increasing,5,night
30990,on_fail,off,non_auth,increasing,stable,decreasing,1,dawn
30991,on_fail,off,non_auth,increasing,stable,decreasing,1,day
30992,on_fail,off,non_auth,increasing,stable,decreasing,1,noon
30993,on_fail,off,non_auth,increasing,stable,decreasing,1,evening
30994,on_fail,off,non_auth,increasing,stable,decreasing,1,dusk
30995,on_fail,off,non_auth,increasing,stable,decreasing,1,night
30996,on_fail,off,non_auth,increasing,stable,decreasing,2,dawn
30997,on_fail,off,non_auth,increasing,stable,decreasing,2,day
30998,on_fail,off,non_auth,increasing,stable,decreasing,2,noon
30999,on_fail,off,non_auth,increasing,stable,decreasing,2,evening
31000,on_fail,off,non_auth,increasing,stable,decreasing,2,dusk
31001,on_fail,off,non_auth,increasing,stable,decreasing,2,night
31002,on_fail,off,non_auth,increasing,stable,decreasing,3,dawn
31003,on_fail,off,non_auth,increasing,stable,decreasing,3,day
31004,on_fail,off,non_auth,increasing,stable,decreasing,3,noon
31005,on_fail,off,non_auth,increasing,stable,decreasing,3,evening
31006,on_fail,off,non_auth,increasing,stable,decreasing,3,dusk
31007,on_fail,off,non_auth,increasing,stable,decreasing,3,night
31008,on_fail,off,non_auth,increasing,stable,decreasing,4,dawn
31009,on_fail,off,non_auth,increasing,stable,decreasing,4,day
31010,on_fail,off,non_auth,increasing,stable,decreasing,4,noon
31011,on_fail,off,non_auth,increasing,stable,decreasing,4,evening
31012,on_fail,off,non_auth,increasing,stable,decreasing,4,dusk
31013,on_fail,off,non_auth,increasing,stable,decreasing,4,night
31014,on_fail,off,non_auth,increasing,stable,decreasing,5,dawn
31015,on_fail,off,non_auth,increasing,stable,decreasing,5,day
31016,on_fail,off,non_auth,increasing,stable,decreasing,5,noon
31017,on_fail,off,non_auth,increasing,stable,decreasing,5,evening
31018,on_fail,off,non_auth,increasing,stable,decreasing,5,dusk
31019,on_fail,off,non_auth,increasing,stable,decreasing,5,night
31020,on_fail,off,non_auth,increasing,stable,stable,1,dawn
31021,on_fail,off,non_auth,increasing,stable,stable,1,day
31022,on_fail,off,non_auth,increasing,stable,stable,1,noon
31023,on_fail,off,non_auth,increasing,stable,stable,1,evening
31024,on_fail,off,non_auth,increasing,stable,stable,1,dusk
31025,on_fail,off,non_auth,increasing,stable,stable,1,night
31026,on_fail,off,non_auth,increasing,stable,stable,2,dawn
31027,on_fail,off,non_auth,increasing,stable,stable,2,day
31028,on_fail,off,non_auth,increasing,stable,stable,2,noon
31029,on_fail,off,non_auth,increasing,stable,stable,2,evening
31030,on_fail,off,non_auth,increasing,stable,stable,2,dusk
31031,on_fail,off,non_auth,increasing,stable,stable,2,night
31032,on_fail,off,non_auth,increasing,stable,stable,3,dawn
31033,on_fail,off,non_auth,increasing,stable,stable,3,day
31034,on_fail,off,non_auth,increasing,stable,stable,3,noon
31035,on_fail,off,non_auth,increasing,stable,stable,3,evening
31036,on_fail,off,non_auth,increasing,stable,stable,3,dusk
31037,on_fail,off,non_auth,increasing,stable,stable,3,night
31038,on_fail,off,non_auth,increasing,stable,stable,4,dawn
31039,on_fail,off,non_auth,increasing,stable,stable,4,day
31040,on_fail,off,non_auth,increasing,stable,stable,4,noon
31041,on_fail,off,non_auth,increasing,stable,stable,4,evening
31042,on_fail,off,non_auth,increasing,stable,stable,4,dusk
31043,on_fail,off,non_auth,increasing,stable,stable,4,night
31044,on_fail,off,non_auth,increasing,stable,stable,5,dawn
31045,on_fail,off,non_auth,increasing,stable,stable,5,day
31046,on_fail,off,non_auth,increasing,stable,stable,5,noon
31047,on_fail,off,non_auth,increasing,stable,stable,5,evening
31048,on_fail,off,non_auth,increasing,stable,stable,5,dusk
31049,on_fail,off,non_auth,increasing,stable,stable,5,night
31050,on_fail,off,non_auth,increasing,stable,fluctuate,1,dawn
31051,on_fail,off,non_auth,increasing,stable,fluctuate,1,day
31052,on_fail,off,non_auth,increasing,stable,fluctuate,1,noon
31053,on_fail,off,non_auth,increasing,stable,fluctuate,1,evening
31054,on_fail,off,non_auth,increasing,stable,fluctuate,1,dusk
31055,on_fail,off,non_auth,increasing,stable,fluctuate,1,night
31056,on_fail,off,non_auth,increasing,stable,fluctuate,2,dawn
31057,on_fail,off,non_auth,increasing,stable,fluctuate,2,day
31058,on_fail,off,non_auth,increasing,stable,fluctuate,2,noon
31059,on_fail,off,non_auth,increasing,stable,fluctuate,2,evening
31060,on_fail,off,non_auth,increasing,stable,fluctuate,2,dusk
31061,on_fail,off,non_auth,increasing,stable,fluctuate,2,night
31062,on_fail,off,non_auth,increasing,stable,fluctuate,3,dawn
31063,on_fail,off,non_auth,increasing,stable,fluctuate,3,day
31064,on_fail,off,non_auth,increasing,stable,fluctuate,3,noon
31065,on_fail,off,non_auth,increasing,stable,fluctuate,3,evening
31066,on_fail,off,non_auth,increasing,stable,fluctuate,3,dusk
31067,on_fail,off,non_auth,increasing,stable,fluctuate,3,night
31068,on_fail,off,non_auth,increasing,stable,fluctuate,4,dawn
31069,on_fail,off,non_auth,increasing,stable,fluctuate,4,day
31070,on_fail,off,non_auth,increasing,stable,fluctuate,4,noon
31071,on_fail,off,non_auth,increasing,stable,fluctuate,4,evening
31072,on_fail,off,non_auth,increasing,stable,fluctuate,4,dusk
31073,on_fail,off,non_auth,increasing,stable,fluctuate,4,night
31074,on_fail,off,non_auth,increasing,stable,fluctuate,5,dawn
31075,on_fail,off,non_auth,increasing,stable,fluctuate,5,day
31076,on_fail,off,non_auth,increasing,stable,fluctuate,5,noon
31077,on_fail,off,non_auth,increasing,stable,fluctuate,5,evening
31078,on_fail,off,non_auth,increasing,stable,fluctuate,5,dusk
31079,on_fail,off,non_auth,increasing,stable,fluctuate,5,night
31080,on_fail,off,non_auth,increasing,fluctuate,increasing,1,dawn
31081,on_fail,off,non_auth,increasing,fluctuate,increasing,1,day
31082,on_fail,off,non_auth,increasing,fluctuate,increasing,1,noon
31083,on_fail,off,non_auth,increasing,fluctuate,increasing,1,evening
31084,on_fail,off,non_auth,increasing,fluctuate,increasing,1,dusk
31085,on_fail,off,non_auth,increasing,fluctuate,increasing,1,night
31086,on_fail,off,non_auth,increasing,fluctuate,increasing,2,dawn
31087,on_fail,off,non_auth,increasing,fluctuate,increasing,2,day
31088,on_fail,off,non_auth,increasing,fluctuate,increasing,2,noon
31089,on_fail,off,non_auth,increasing,fluctuate,increasing,2,evening
31090,on_fail,off,non_auth,increasing,fluctuate,increasing,2,dusk
31091,on_fail,off,non_auth,increasing,fluctuate,increasing,2,night
31092,on_fail,off,non_auth,increasing,fluctuate,increasing,3,dawn
31093,on_fail,off,non_auth,increasing,fluctuate,increasing,3,day
31094,on_fail,off,non_auth,increasing,fluctuate,increasing,3,noon
31095,on_fail,off,non_auth,increasing,fluctuate,increasing,3,evening
31096,on_fail,off,non_auth,increasing,fluctuate,increasing,3,dusk
31097,on_fail,off,non_auth,increasing,fluctuate,increasing,3,night
31098,on_fail,off,non_auth,increasing,fluctuate,increasing,4,dawn
31099,on_fail,off,non_auth,increasing,fluctuate,increasing,4,day
31100,on_fail,off,non_auth,increasing,fluctuate,increasing,4,noon
31101,on_fail,off,non_auth,increasing,fluctuate,increasing,4,evening
31102,on_fail,off,non_auth,increasing,fluctuate,increasing,4,dusk
31103,on_fail,off,non_auth,increasing,fluctuate,increasing,4,night
31104,on_fail,off,non_auth,increasing,fluctuate,increasing,5,dawn
31105,on_fail,off,non_auth,increasing,fluctuate,increasing,5,day
31106,on_fail,off,non_auth,increasing,fluctuate,increasing,5,noon
31107,on_fail,off,non_auth,increasing,fluctuate,increasing,5,evening
31108,on_fail,off,non_auth,increasing,fluctuate,increasing,5,dusk
31109,on_fail,off,non_auth,increasing,fluctuate,increasing,5,night
31110,on_fail,off,non_auth,increasing,fluctuate,decreasing,1,dawn
31111,on_fail,off,non_auth,increasing,fluctuate,decreasing,1,day
31112,on_fail,off,non_auth,increasing,fluctuate,decreasing,1,noon
31113,on_fail,off,non_auth,increasing,fluctuate,decreasing,1,evening
31114,on_fail,off,non_auth,increasing,fluctuate,decreasing,1,dusk
31115,on_fail,off,non_auth,increasing,fluctuate,decreasing,1,night
31116,on_fail,off,non_auth,increasing,fluctuate,decreasing,2,dawn
31117,on_fail,off,non_auth,increasing,fluctuate,decreasing,2,day
31118,on_fail,off,non_auth,increasing,fluctuate,decreasing,2,noon
31119,on_fail,off,non_auth,increasing,fluctuate,decreasing,2,evening
31120,on_fail,off,non_auth,increasing,fluctuate,decreasing,2,dusk
31121,on_fail,off,non_auth,increasing,fluctuate,decreasing,2,night
31122,on_fail,off,non_auth,increasing,fluctuate,decreasing,3,dawn
31123,on_fail,off,non_auth,increasing,fluctuate,decreasing,3,day
31124,on_fail,off,non_auth,increasing,fluctuate,decreasing,3,noon
31125,on_fail,off,non_auth,increasing,fluctuate,decreasing,3,evening
31126,on_fail,off,non_auth,increasing,fluctuate,decreasing,3,dusk
31127,on_fail,off,non_auth,increasing,fluctuate,decreasing,3,night
31128,on_fail,off,non_auth,increasing,fluctuate,decreasing,4,dawn
31129,on_fail,off,non_auth,increasing,fluctuate,decreasing,4,day
31130,on_fail,off,non_auth,increasing,fluctuate,decreasing,4,noon
31131,on_fail,off,non_auth,increasing,fluctuate,decreasing,4,evening
31132,on_fail,off,non_auth,increasing,fluctuate,decreasing,4,dusk
31133,on_fail,off,non_auth,increasing,fluctuate,decreasing,4,night
31134,on_fail,off,non_auth,increasing,fluctuate,decreasing,5,dawn
31135,on_fail,off,non_auth,increasing,fluctuate,decreasing,5,day
31136,on_fail,off,non_auth,increasing,fluctuate,decreasing,5,noon
31137,on_fail,off,non_auth,increasing,fluctuate,decreasing,5,evening
31138,on_fail,off,non_auth,increasing,fluctuate,decreasing,5,dusk
31139,on_fail,off,non_auth,increasing,fluctuate,decreasing,5,night
31140,on_fail,off,non_auth,increasing,fluctuate,stable,1,dawn
31141,on_fail,off,non_auth,increasing,fluctuate,stable,1,day
31142,on_fail,off,non_auth,increasing,fluctuate,stable,1,noon
31143,on_fail,off,non_auth,increasing,fluctuate,stable,1,evening
31144,on_fail,off,non_auth,increasing,fluctuate,stable,1,dusk
31145,on_fail,off,non_auth,increasing,fluctuate,stable,1,night
31146,on_fail,off,non_auth,increasing,fluctuate,stable,2,dawn
31147,on_fail,off,non_auth,increasing,fluctuate,stable,2,day
31148,on_fail,off,non_auth,increasing,fluctuate,stable,2,noon
31149,on_fail,off,non_auth,increasing,fluctuate,stable,2,evening
31150,on_fail,off,non_auth,increasing,fluctuate,stable,2,dusk
31151,on_fail,off,non_auth,increasing,fluctuate,stable,2,night
31152,on_fail,off,non_auth,increasing,fluctuate,stable,3,dawn
31153,on_fail,off,non_auth,increasing,fluctuate,stable,3,day
31154,on_fail,off,non_auth,increasing,fluctuate,stable,3,noon
31155,on_fail,off,non_auth,increasing,fluctuate,stable,3,evening
31156,on_fail,off,non_auth,increasing,fluctuate,stable,3,dusk
31157,on_fail,off,non_auth,increasing,fluctuate,stable,3,night
31158,on_fail,off,non_auth,increasing,fluctuate,stable,4,dawn
31159,on_fail,off,non_auth,increasing,fluctuate,stable,4,day
31160,on_fail,off,non_auth,increasing,fluctuate,stable,4,noon
31161,on_fail,off,non_auth,increasing,fluctuate,stable,4,evening
31162,on_fail,off,non_auth,increasing,fluctuate,stable,4,dusk
31163,on_fail,off,non_auth,increasing,fluctuate,stable,4,night
31164,on_fail,off,non_auth,increasing,fluctuate,stable,5,dawn
31165,on_fail,off,non_auth,increasing,fluctuate,stable,5,day
31166,on_fail,off,non_auth,increasing,fluctuate,stable,5,noon
31167,on_fail,off,non_auth,increasing,fluctuate,stable,5,evening
31168,on_fail,off,non_auth,increasing,fluctuate,stable,5,dusk
31169,on_fail,off,non_auth,increasing,fluctuate,stable,5,night
31170,on_fail,off,non_auth,increasing,fluctuate,fluctuate,1,dawn
31171,on_fail,off,non_auth,increasing,fluctuate,fluctuate,1,day
31172,on_fail,off,non_auth,increasing,fluctuate,fluctuate,1,noon
31173,on_fail,off,non_auth,increasing,fluctuate,fluctuate,1,evening
31174,on_fail,off,non_auth,increasing,fluctuate,fluctuate,1,dusk
31175,on_fail,off,non_auth,increasing,fluctuate,fluctuate,1,night
31176,on_fail,off,non_auth,increasing,fluctuate,fluctuate,2,dawn
31177,on_fail,off,non_auth,increasing,fluctuate,fluctuate,2,day
31178,on_fail,off,non_auth,increasing,fluctuate,fluctuate,2,noon
31179,on_fail,off,non_auth,increasing,fluctuate,fluctuate,2,evening
31180,on_fail,off,non_auth,increasing,fluctuate,fluctuate,2,dusk
31181,on_fail,off,non_auth,increasing,fluctuate,fluctuate,2,night
31182,on_fail,off,non_auth,increasing,fluctuate,fluctuate,3,dawn
31183,on_fail,off,non_auth,increasing,fluctuate,fluctuate,3,day
31184,on_fail,off,non_auth,increasing,fluctuate,fluctuate,3,noon
31185,on_fail,off,non_auth,increasing,fluctuate,fluctuate,3,evening
31186,on_fail,off,non_auth,increasing,fluctuate,fluctuate,3,dusk
31187,on_fail,off,non_auth,increasing,fluctuate,fluctuate,3,night
31188,on_fail,off,non_auth,increasing,fluctuate,fluctuate,4,dawn
31189,on_fail,off,non_auth,increasing,fluctuate,fluctuate,4,day
31190,on_fail,off,non_auth,increasing,fluctuate,fluctuate,4,noon
31191,on_fail,off,non_auth,increasing,fluctuate,fluctuate,4,evening
31192,on_fail,off,non_auth,increasing,fluctuate,fluctuate,4,dusk
31193,on_fail,off,non_auth,increasing,fluctuate,fluctuate,4,night
31194,on_fail,off,non_auth,increasing,fluctuate,fluctuate,5,dawn
31195,on_fail,off,non_auth,increasing,fluctuate,fluctuate,5,day
31196,on_fail,off,non_auth,increasing,fluctuate,fluctuate,5,noon
31197,on_fail,off,non_auth,increasing,fluctuate,fluctuate,5,evening
31198,on_fail,off,non_auth,increasing,fluctuate,fluctuate,5,dusk
31199,on_fail,off,non_auth,increasing,fluctuate,fluctuate,5,night
31200,on_fail,off,non_auth,decreasing,increasing,increasing,1,dawn
31201,on_fail,off,non_auth,decreasing,increasing,increasing,1,day
31202,on_fail,off,non_auth,decreasing,increasing,increasing,1,noon
31203,on_fail,off,non_auth,decreasing,increasing,increasing,1,evening
31204,on_fail,off,non_auth,decreasing,increasing,increasing,1,dusk
31205,on_fail,off,non_auth,decreasing,increasing,increasing,1,night
31206,on_fail,off,non_auth,decreasing,increasing,increasing,2,dawn
31207,on_fail,off,non_auth,decreasing,increasing,increasing,2,day
31208,on_fail,off,non_auth,decreasing,increasing,increasing,2,noon
31209,on_fail,off,non_auth,decreasing,increasing,increasing,2,evening
31210,on_fail,off,non_auth,decreasing,increasing,increasing,2,dusk
31211,on_fail,off,non_auth,decreasing,increasing,increasing,2,night
31212,on_fail,off,non_auth,decreasing,increasing,increasing,3,dawn
31213,on_fail,off,non_auth,decreasing,increasing,increasing,3,day
31214,on_fail,off,non_auth,decreasing,increasing,increasing,3,noon
31215,on_fail,off,non_auth,decreasing,increasing,increasing,3,evening
31216,on_fail,off,non_auth,decreasing,increasing,increasing,3,dusk
31217,on_fail,off,non_auth,decreasing,increasing,increasing,3,night
31218,on_fail,off,non_auth,decreasing,increasing,increasing,4,dawn
31219,on_fail,off,non_auth,decreasing,increasing,increasing,4,day
31220,on_fail,off,non_auth,decreasing,increasing,increasing,4,noon
31221,on_fail,off,non_auth,decreasing,increasing,increasing,4,evening
31222,on_fail,off,non_auth,decreasing,increasing,increasing,4,dusk
31223,on_fail,off,non_auth,decreasing,increasing,increasing,4,night
31224,on_fail,off,non_auth,decreasing,increasing,increasing,5,dawn
31225,on_fail,off,non_auth,decreasing,increasing,increasing,5,day
31226,on_fail,off,non_auth,decreasing,increasing,increasing,5,noon
